# page	repo path	line	text of that line when pinned	line before	line after
# Written by tools/check-site-pages.py --pin. Do not edit by hand.
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/ps2ui.py	240	    if proj.vram_budget is not None:	        argv += ["--palettize-images"]	        argv += ["--vram-budget", str(proj.vram_budget)]
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/ps2ui.py	302	    if proj.vram_budget is not None:	    argv = [rel(proj, proj.out_path)]	        argv += ["--vram-budget", str(proj.vram_budget)]
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	1	"""VRAM accounting (backlog B8).		
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	35	VRAM_TOTAL = 4 * 1024 * 1024		PAGE_BYTES = 8192
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	38	# Page pixel geometry per PSM (width, height in texels).		_PAGE_DIMS = {
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	45	def page_rounded_size(width: int, height: int, fmt: int) -> int:		    """Page-granular VRAM footprint, in bytes: the BUDGET model.
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	60	_BLOCK_DIMS = {	# comment reads "A block is 256 bytes in size".	    gs.PSMCT32: (8, 8),
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	64	BLOCK_BYTES = 256	}	
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	100	def alloc_total(textures) -> int:		    """What the runtime's own preflight computes for a texture list.
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	128	def framebuffer_size(width: int, height: int) -> int:		    """One PSMCT32 display/draw buffer at the given resolution."""
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	133	def default_budget(canvas_w: int, canvas_h: int) -> int:		    """Conservative texture budget: total VRAM minus THREE framebuffer-
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	158	def budget_note(canvas_w: int, canvas_h: int):		    """Why the DEFAULT budget is unusable at this canvas, or [].
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	236	    default_used = budget is None	    # means, so the diagnostic below needs to know which it was.	    if budget is None:
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	241	    payload_total = 0	    total = 0	    for i, t in enumerate(textures):
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	250	        # Both numbers, and labelled, because they are the two counts	        #	        # the v6 model deliberately separates and an integrator needs
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	271	    fb = framebuffer_size(canvas_w, canvas_h)	        lines.append(f"  clut[{i}] PSMCT32  256 entries        -> {size:7d} B in pages")	    lines.append(
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/vram.py	278	    if default_used:	    # the same words; see that docstring.	        lines.extend(budget_note(canvas_w, canvas_h))
_facts/authoring/vram-budget	runtime/ps2ui.c	567	int ps2ui_upload(ps2ui_ctx *ctx, GSGLOBAL *gs)		{
_facts/authoring/vram-budget	runtime/ps2ui.c	589	    for (i = 0; i < ctx->hdr->n_tex; i++) {	     * state than a refused one. */	        const ps2ui_tex_entry *t = &ctx->tex[i];
_facts/authoring/vram-budget	runtime/ps2ui.c	645	         * transfer from. Its VRAM is already counted in the preflight	        /* A streamed slot the app has not filled yet has no source to	         * above -- the reservation is the point -- but binding it here
_facts/authoring/vram-budget	runtime/ps2ui.c	964	    int tex_ok = ctx->uploaded	     * textures to draw with", whichever way that came about. */	                 && ((uint64_t)gs->CurrentPointer + ctx->vram_need
_facts/authoring/vram-budget	runtime/ps2ui.h	325	                                * ordinary state of a row that just	                                * streamed slot has no texels yet -- the	                                * scrolled in, not an error            */
_facts/authoring/vram-budget	runtime/ps2ui.h	390	    /* Runtime slot text. Each slot owns capacity+1 bytes at	    int       uploaded;	     * slot_text + slot_off[i] -- the capacity the baker declared for
_facts/authoring/vram-budget	runtime/ps2ui.h	468	/* Allocate VRAM and upload every texture + permuted CLUT.		 *
_facts/authoring/vram-budget	runtime/ps2ui.h	477	/* Point a streamed texture slot at the caller's texels.		 *
_facts/cli/previewer	README.md	716	**Runtime visibility is not previewable in v1**, and that is a stated		boundary. The renderer is parameterised on screen, focus node, theme and
_facts/cli/previewer	docs/tutorial-uc3.md	294	**It does not replace hardware testing**, and the finding that says so		is specific. F-048, gsKit's full-screen clear not paying the blended
_facts/cli/previewer	packages/baker/ps2ui_bake/preview.py	126	def render(uib: UibFile, focus_current: int = None, background=(10, 14, 26, 255),		           slot_text: dict = None, screen=0, tex_fills: dict = None,
_facts/cli/previewer	packages/baker/ps2ui_bake/ps2ui.py	499	    sv = sub.add_parser("serve", help="preview the project in a browser")	    # reaches. test_serve.py asserts it by running `build --help`.	    sv.add_argument("project", nargs="?", default="ps2ui.json")
_facts/cli/previewer	packages/baker/ps2ui_bake/serve_page.html	121	  <div id="bar">	<div id="app">	    <label for="screenSel">Screen</label><select id="screenSel"></select>
_facts/cli/previewer	packages/baker/ps2ui_bake/serve_page.html	447	function pathTo(target) {	 * graph the state already publishes and presses those arrows. */	  const st = S.st;
_facts/cli/previewer	packages/baker/ps2ui_bake/serve_page.html	624	$('screenSel').onchange = () => post({ screen: $('screenSel').value });		$('themeSel').onchange = () => post({ theme: Number($('themeSel').value) });
_facts/cli/previewer	packages/baker/ps2ui_bake/serve_page.html	681	const KEYS = { ArrowUp: 'up', ArrowDown: 'down', ArrowLeft: 'left', ArrowRight: 'right' };		
_facts/cli/previewer	packages/baker/pyproject.toml	21	ps2ui = "ps2ui_bake.ps2ui:main"	# to run that stage.	ps2ui-bake = "ps2ui_bake.cli:main"
_facts/cli/ps2ui	examples/channel6/build.sh	23	# block: everything a second blob needs differently is a flag.	# the same project, which is why the project file has no `variants`	PYTHONPATH="$repo/packages/baker" python3 -m ps2ui_bake.ps2ui build "$here/ps2ui.json"
_facts/cli/ps2ui	examples/memcard/build.sh	18	PYTHONPATH="$repo/packages/baker" python3 -m ps2ui_bake.ps2ui build "$here/ps2ui.json"		
_facts/cli/ps2ui	packages/baker/ps2ui_bake/__init__.py	39	__version__ = "0.8.0.dev0"	# until the first real release was on PyPI.	
_facts/cli/ps2ui	packages/baker/ps2ui_bake/project.py	217	    ir_suffix = ""	    # have to guess where the suffix goes.	
_facts/cli/ps2ui	packages/baker/ps2ui_bake/project.py	250	def _not_a_project(path):		    """Why this file is not a ps2ui.json, naming the blob case."""
_facts/cli/ps2ui	packages/baker/ps2ui_bake/project.py	284	    except UnicodeDecodeError:	            data = json.load(fh)	        # THE DOCSTRING ABOVE PROMISED THIS AND THE HANDLER DID NOT
_facts/cli/ps2ui	packages/baker/ps2ui_bake/ps2ui.py	454	    ap.add_argument("--version", action="version",	        description="Compile, bake and check a ps2ui project.")	                    version="ps2ui %s" % __version__)
_facts/cli/ps2ui	packages/baker/ps2ui_bake/serve.py	332	        proj.set_out_override(os.path.join(proj.build_dir, "serve", "ui.uib"))	        self.proj = proj	        # The server renders its own frames; the build does not need to
_facts/cli/ps2ui	packages/baker/ps2ui_bake/serve.py	877	def main(argv=None):		    ap = add_arguments(argparse.ArgumentParser(
_facts/cli/ps2ui	packages/baker/ps2ui_bake/vendor.py	131	            drifted = _differ(_PACKAGED, _CHECKOUT)	        if packaged:	            if drifted:
_facts/cli/ps2ui	packages/baker/ps2ui_bake/vendor.py	198	    # disagreeing inside the toolchain exit 1, and two copies	    # It is also the asymmetry find_source() already refuses: two copies	    # disagreeing in somebody's project used to get "already there" and
_facts/cli/ps2ui	packages/baker/pyproject.toml	21	ps2ui = "ps2ui_bake.ps2ui:main"	# to run that stage.	ps2ui-bake = "ps2ui_bake.cli:main"
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/caps.py	27	FALLBACK = {		    # The last one. It bounds how deep `overflow: hidden` may nest
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/caps.py	77	def check(textures, cluts, slots, screens, caps: dict = None, records=None):		    """Returns (errors, caps). Each error names the cap, the value, and
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	21	def check_font_agreement(ir, font_paths):		    """The IR names the faces it was MEASURED against. Compare them.
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	64	def default_fonts_path() -> str:		    """The repository's fonts/fonts.json -- a CANDIDATE, not a promise.
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	82	def load_font_manifest(path: str) -> dict:		    """fonts.json maps face -> {ttf: [candidate paths...], metrics: path}.
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	131	    ap = argparse.ArgumentParser(prog="ps2ui-bake")	def main(argv=None) -> int:	    # THE VERSION HAS TO REACH A PERSON. Every claim in the repository
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	138	    ap.add_argument("--version", action="version",	    # else, so it cannot become the next number that disagrees.	                    version="ps2ui-bake %s" % __version__)
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	184	            print(f"error: {path}: IR version {ir.get('version')}, expected 1",	        if ir.get("version") != 1:	                  file=sys.stderr)
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	187	        name = os.path.splitext(os.path.basename(path))[0]	            return 1	        if any(n == name for n, _ in named_irs):
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	189	            print(f"error: duplicate screen name {name!r} (file stems must be "	        if any(n == name for n, _ in named_irs):	                  "unique)", file=sys.stderr)
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	192	        for w in ir.get("warnings", []):	            return 1	            print(f"warning (layout {name}): {w}", file=sys.stderr)
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	193	            print(f"warning (layout {name}): {w}", file=sys.stderr)	        for w in ir.get("warnings", []):	        named_irs.append((name, ir))
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	205	    fonts_path = args.fonts	    # a path the caller never chose.	    if fonts_path is None:
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	209	            print("ps2ui-bake: no font manifest. The built-in default is "	        if not os.path.exists(fonts_path):	                  "the repository's fonts/fonts.json, which only exists "
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	227	        # line they can act on.	        # caller can fix is not a crash, and a traceback buries the one	        print(f"ps2ui-bake: {exc}", file=sys.stderr)
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	232	    disagree = check_font_agreement(ir, font_paths)	    # THE COMPILER AND THE BAKER MUST HAVE MEANT THE SAME FONTS.	    if disagree:
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	234	        print("ps2ui-bake: the IR and the font manifest describe "	    if disagree:	              "different fonts:", file=sys.stderr)
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	247	    except ValueError as exc:	        flat.run_screens(named_irs)	        # The bake's own diagnostics are written to be read; a traceback
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	261	    print(caps_mod.summary(flat.textures, flat.cluts, flat.slots,	        records=flat.records)	                           flat.screens, caps), file=sys.stderr)
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	263	    if flat.dropped:	                           flat.screens, caps), file=sys.stderr)	        # Silent truncation reads as "covered everything"; say what went.
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	265	        print(f"  trimmed {flat.dropped} draw command(s) that fall outside "	        # Silent truncation reads as "covered everything"; say what went.	              f"their clip and could never draw", file=sys.stderr)
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	267	    if cap_errors:	              f"their clip and could never draw", file=sys.stderr)	        for e in cap_errors:
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	290	    for line in vlines:	    )	        print(line, file=sys.stderr)
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	292	    if not vok:	        print(line, file=sys.stderr)	        print("error: texture VRAM footprint exceeds budget "
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	303	    for path in (args.out, args.preview, args.montage,	    # nobody here saw it: every build.sh mkdir -p's first.	                 args.preview_display):
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	309	    write_uib(		        args.out, ir["canvas"], flat.records, flat.textures, flat.cluts,
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	317	    if args.tints:		        names = ir.get("themes") or ["root"]
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	332	    n_tex_bytes = sum(len(t.data) for t in flat.textures)		    # Streamed slots contribute no bytes to the file, so this total is
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	344	    print(	        tex_note += f" + {n_reserved // 1024} KiB reserved by slots"	        f"ps2ui-bake: {len(flat.screens)} screen(s), {len(flat.records)} records, "
_facts/cli/ps2ui-bake	packages/baker/ps2ui_bake/cli.py	355	    ee = arena.arena_size(read_uib(args.out), arena.EE_PTR)	    # failure mode of guessing low is PS2UI_ERR_ARENA at boot.	    print(
